channel_id,date,spend
2,2023-06-19,748.24
2,2023-06-20,213.19
2,2023-06-21,776.08
2,2023-06-22,244.06
2,2023-06-23,619.1
2,2023-06-24,482.67
2,2023-06-25,719.14
2,2023-06-26,487.8
2,2023-06-27,474.19
2,2023-06-28,236.82
2,2023-06-29,216.36
2,2023-06-30,741.54
2,2023-07-01,329.49
2,2023-07-02,360.46
2,2023-07-03,631.88
2,2023-07-04,337.18
2,2023-07-05,766.44
2,2023-07-06,616.55
2,2023-07-07,518.2
2,2023-07-08,716.63
2,2023-07-09,134.72
2,2023-07-10,279.94
2,2023-07-11,425.53
2,2023-07-12,258.88
2,2023-07-13,620.73
2,2023-07-14,743.45
2,2023-07-15,396.64
2,2023-07-16,339.49
2,2023-07-17,773.09
2,2023-07-18,411.4
2,2023-07-19,442.33
2,2023-07-20,346.15
2,2023-07-21,736.68
2,2023-07-22,498.27
2,2023-07-23,633.52
2,2023-07-24,668.26
2,2023-07-25,339.29
2,2023-07-26,403.59
2,2023-07-27,693.93
2,2023-07-28,354.28
2,2023-07-29,655.75
2,2023-07-30,758.69
2,2023-07-31,536.25
2,2023-08-01,619.14
2,2023-08-02,663.57
2,2023-08-03,691.53
2,2023-08-04,376.54
2,2023-08-05,135.88
2,2023-08-06,381.31
2,2023-08-07,571.63
2,2023-08-08,415.25
2,2023-08-09,624.27
2,2023-08-10,349.89
2,2023-08-11,544.32
2,2023-08-12,230.49
2,2023-08-13,624.56
2,2023-08-14,481.99
2,2023-08-15,242.85
2,2023-08-16,304.34
2,2023-08-17,624.03
2,2023-08-18,437.82
2,2023-08-19,251.22
2,2023-08-20,777.09
2,2023-08-21,600.59
2,2023-08-22,769.99
2,2023-08-23,398.97
2,2023-08-24,432.57
2,2023-08-25,728.57
2,2023-08-26,467.53
2,2023-08-27,595.1
2,2023-08-28,276.52
2,2023-08-29,412.71
2,2023-08-30,186.41
2,2023-08-31,244.19
2,2023-09-01,100.66
2,2023-09-02,127.49
2,2023-09-03,784.1
2,2023-09-04,269.65
2,2023-09-05,564.32
2,2023-09-06,687.37
2,2023-09-07,485.46
2,2023-09-08,207.2
2,2023-09-09,609.68
2,2023-09-10,520.18
2,2023-09-11,611.88
2,2023-09-12,638.82
2,2023-09-13,782.79
2,2023-09-14,501.49
2,2023-09-15,339.15
2,2023-09-16,553.93
2,2023-09-17,147.91
2,2023-09-18,728.18
2,2023-09-19,183.57
2,2023-09-20,329.49
2,2023-09-21,671.02
2,2023-09-22,518.12
2,2023-09-23,375.54
2,2023-09-24,431.4
2,2023-09-25,698.18
2,2023-09-26,338.0
2,2023-09-27,708.75
2,2023-09-28,161.69
2,2023-09-29,643.76
2,2023-09-30,693.28
2,2023-10-01,227.27
2,2023-10-02,401.24
2,2023-10-03,215.85
2,2023-10-04,594.62
2,2023-10-05,474.74
2,2023-10-06,544.73
2,2023-10-07,237.54
2,2023-10-08,248.22
2,2023-10-09,129.05
2,2023-10-10,325.45
2,2023-10-11,491.82
2,2023-10-12,700.55
2,2023-10-13,566.85
2,2023-10-14,404.78
2,2023-10-15,767.18
2,2023-10-16,603.47
2,2023-10-17,751.12
2,2023-10-18,469.31
2,2023-10-19,281.23
2,2023-10-20,136.98
2,2023-10-21,608.26
2,2023-10-22,184.91
2,2023-10-23,311.94
2,2023-10-24,472.73
2,2023-10-25,495.09
2,2023-10-26,520.41
2,2023-10-27,216.38
2,2023-10-28,365.82
2,2023-10-29,532.04
2,2023-10-30,778.87
2,2023-10-31,609.34
2,2023-11-01,745.82
2,2023-11-02,633.55
2,2023-11-03,514.2
2,2023-11-04,234.42
2,2023-11-05,566.68
2,2023-11-06,536.37
2,2023-11-07,521.73
2,2023-11-08,442.85
2,2023-11-09,470.06
2,2023-11-10,334.11
2,2023-11-11,463.52
2,2023-11-12,238.29
2,2023-11-13,663.62
2,2023-11-14,230.04
2,2023-11-15,159.48
2,2023-11-16,405.37
2,2023-11-17,560.82
2,2023-11-18,406.4
2,2023-11-19,293.73
2,2023-11-20,490.72
2,2023-11-21,342.9
2,2023-11-22,753.01
2,2023-11-23,745.85
2,2023-11-24,451.66
2,2023-11-25,329.52
2,2023-11-26,615.99
2,2023-11-27,125.7
2,2023-11-28,432.34
2,2023-11-29,335.43
2,2023-11-30,744.38
2,2023-12-01,108.4
2,2023-12-02,486.97
2,2023-12-03,618.46
2,2023-12-04,439.51
2,2023-12-05,159.78
2,2023-12-06,780.72
2,2023-12-07,462.61
2,2023-12-08,529.93
2,2023-12-09,265.63
2,2023-12-10,438.45
2,2023-12-11,400.4
2,2023-12-12,152.43
2,2023-12-13,174.31
2,2023-12-14,686.23
2,2023-12-15,267.87
2,2023-12-16,236.47
2,2023-12-17,453.44
2,2023-12-18,638.12
2,2023-12-19,143.36
2,2023-12-20,503.77
2,2023-12-21,183.45
2,2023-12-22,125.52
2,2023-12-23,136.92
2,2023-12-24,683.91
2,2023-12-25,182.58
2,2023-12-26,131.61
2,2023-12-27,406.53
2,2023-12-28,690.8
2,2023-12-29,283.69
2,2023-12-30,395.2
2,2023-12-31,127.95
3,2023-01-01,414.35
3,2023-01-02,504.33
3,2023-01-03,499.63
3,2023-01-04,332.7
3,2023-01-05,320.87
3,2023-01-06,174.64
3,2023-01-07,356.76
3,2023-01-08,169.65
3,2023-01-09,636.62
3,2023-01-10,776.39
3,2023-01-11,779.05
3,2023-01-12,705.55
3,2023-01-13,520.55
3,2023-01-14,590.61
3,2023-01-15,299.64
3,2023-01-16,541.54
3,2023-01-17,418.95
3,2023-01-18,437.41
3,2023-01-19,630.44
3,2023-01-20,297.34
3,2023-01-21,322.63
3,2023-01-22,747.25
3,2023-01-23,139.36
3,2023-01-24,439.94
3,2023-01-25,738.96
3,2023-01-26,527.25
3,2023-01-27,482.48
3,2023-01-28,274.82
3,2023-01-29,340.29
3,2023-01-30,696.43
3,2023-01-31,491.45
3,2023-02-01,460.32
3,2023-02-02,169.71
3,2023-02-03,111.22
3,2023-02-04,774.58
3,2023-02-05,363.89
3,2023-02-06,522.25
3,2023-02-07,155.8
3,2023-02-08,578.18
3,2023-02-09,752.8
3,2023-02-10,502.97
3,2023-02-11,188.28
3,2023-02-12,507.21
3,2023-02-13,636.44
3,2023-02-14,384.49
3,2023-02-15,715.89
3,2023-02-16,554.08
3,2023-02-17,729.47
3,2023-02-18,536.45
3,2023-02-19,191.9
3,2023-02-20,316.78
3,2023-02-21,241.26
3,2023-02-22,736.18
3,2023-02-23,632.28
3,2023-02-24,573.48
3,2023-02-25,310.68
3,2023-02-26,228.83
3,2023-02-27,629.52
3,2023-02-28,431.91
3,2023-03-01,258.05
3,2023-03-02,531.64
3,2023-03-03,128.23
3,2023-03-04,328.32
3,2023-03-05,427.99
3,2023-03-06,203.57
3,2023-03-07,789.26
3,2023-03-08,246.37
3,2023-03-09,191.25
3,2023-03-10,242.47
3,2023-03-11,638.34
3,2023-03-12,397.85
3,2023-03-13,495.79
3,2023-03-14,114.71
3,2023-03-15,124.1
3,2023-03-16,412.08
3,2023-03-17,671.66
3,2023-03-18,719.67
3,2023-03-19,160.69
3,2023-03-20,476.85
3,2023-03-21,739.26
3,2023-03-22,371.58
3,2023-03-23,680.7
3,2023-03-24,193.59
3,2023-03-25,754.78
3,2023-03-26,626.0
3,2023-03-27,758.93
3,2023-03-28,573.63
3,2023-03-29,354.38
3,2023-03-30,756.73
3,2023-03-31,292.9
3,2023-04-01,332.52
3,2023-04-02,590.57
3,2023-04-03,635.72
3,2023-04-04,750.58
3,2023-04-05,243.36
3,2023-04-06,658.6
3,2023-04-07,616.98
3,2023-04-08,144.66
3,2023-04-09,371.06
3,2023-04-10,297.94
3,2023-04-11,313.14
3,2023-04-12,788.06
3,2023-04-13,549.94
3,2023-04-14,602.37
3,2023-04-15,783.63
3,2023-04-16,364.04
3,2023-04-17,661.29
3,2023-04-18,404.17
3,2023-04-19,708.67
3,2023-04-20,226.46
3,2023-04-21,763.38
3,2023-04-22,253.14
3,2023-04-23,328.35
3,2023-04-24,629.33
3,2023-04-25,375.63
3,2023-04-26,525.75
3,2023-04-27,411.2
3,2023-04-28,619.66
3,2023-04-29,259.83
3,2023-04-30,140.92
3,2023-05-01,309.95
3,2023-05-02,432.02
3,2023-05-03,217.61
3,2023-05-04,348.36
3,2023-05-05,379.99
3,2023-05-06,140.17
3,2023-05-07,508.32
3,2023-05-08,719.04
3,2023-05-09,206.22
3,2023-05-10,518.47
3,2023-05-11,565.32
3,2023-05-12,393.53
3,2023-05-13,590.77
3,2023-05-14,387.51
3,2023-05-15,453.25
3,2023-05-16,105.15
3,2023-05-17,584.2
3,2023-05-18,562.94
3,2023-05-19,126.88
3,2023-05-20,357.78
3,2023-05-21,785.32
3,2023-05-22,394.52
3,2023-05-23,451.36
3,2023-05-24,736.95
3,2023-05-25,602.08
3,2023-05-26,507.45
3,2023-05-27,658.46
3,2023-05-28,705.06
3,2023-05-29,419.82
3,2023-05-30,432.58
3,2023-05-31,370.24
3,2023-06-01,776.69
3,2023-06-02,588.02
3,2023-06-03,158.26
3,2023-06-04,704.07
3,2023-06-05,436.39
3,2023-06-06,148.13
3,2023-06-07,484.8
3,2023-06-08,392.01
3,2023-06-09,714.42
3,2023-06-10,242.8
3,2023-06-11,678.53
3,2023-06-12,490.38
3,2023-06-13,138.23
3,2023-06-14,780.29
3,2023-06-15,458.83
3,2023-06-16,303.61
3,2023-06-17,428.58
3,2023-06-18,700.5
3,2023-06-19,313.43
3,2023-06-20,234.87
3,2023-06-21,190.35
3,2023-06-22,308.5
3,2023-06-23,646.03
3,2023-06-24,430.14
3,2023-06-25,259.24
3,2023-06-26,216.33
3,2023-06-27,332.91
3,2023-06-28,757.95
3,2023-06-29,340.12
3,2023-06-30,791.69
3,2023-07-01,439.66
3,2023-07-02,225.41
3,2023-07-03,723.8
3,2023-07-04,422.25
3,2023-07-05,596.77
3,2023-07-06,788.6
3,2023-07-07,135.12
3,2023-07-08,167.69
3,2023-07-09,604.32
3,2023-07-10,297.28
3,2023-07-11,229.01
3,2023-07-12,127.55
3,2023-07-13,115.29
3,2023-07-14,642.14
3,2023-07-15,194.1
3,2023-07-16,427.4
3,2023-07-17,524.13
3,2023-07-18,399.85
3,2023-07-19,118.97
3,2023-07-20,648.45
3,2023-07-21,107.36
3,2023-07-22,633.32
3,2023-07-23,725.31
3,2023-07-24,402.99
3,2023-07-25,474.88
3,2023-07-26,433.89
3,2023-07-27,372.45
3,2023-07-28,721.2
3,2023-07-29,725.75
3,2023-07-30,335.07
3,2023-07-31,530.55
3,2023-08-01,748.84
3,2023-08-02,773.44
3,2023-08-03,456.27
3,2023-08-04,416.98
3,2023-08-05,295.09
3,2023-08-06,771.21
3,2023-08-07,199.97
3,2023-08-08,505.88
3,2023-08-09,297.79
3,2023-08-10,295.31
3,2023-08-11,383.48
3,2023-08-12,799.16
3,2023-08-13,138.48
3,2023-08-14,504.98
3,2023-08-15,157.8
3,2023-08-16,208.16
3,2023-08-17,407.69
3,2023-08-18,457.32
3,2023-08-19,281.15
3,2023-08-20,321.52
3,2023-08-21,160.88
3,2023-08-22,312.25
3,2023-08-23,776.59
3,2023-08-24,761.3
3,2023-08-25,334.41
3,2023-08-26,499.6
3,2023-08-27,736.72
3,2023-08-28,104.33
3,2023-08-29,667.48
3,2023-08-30,763.86
3,2023-08-31,163.93
3,2023-09-01,213.01
3,2023-09-02,772.52
3,2023-09-03,476.28
3,2023-09-04,109.94
3,2023-09-05,280.34
3,2023-09-06,414.96
3,2023-09-07,585.04
3,2023-09-08,613.21
3,2023-09-09,796.8
3,2023-09-10,301.26
3,2023-09-11,476.75
3,2023-09-12,473.33
3,2023-09-13,383.95
3,2023-09-14,218.41
3,2023-09-15,784.22
3,2023-09-16,697.32
3,2023-09-17,448.83
3,2023-09-18,522.27
3,2023-09-19,259.08
3,2023-09-20,480.65
3,2023-09-21,586.48
3,2023-09-22,460.62
3,2023-09-23,793.2
3,2023-09-24,527.94
3,2023-09-25,359.68
3,2023-09-26,640.51
3,2023-09-27,219.32
3,2023-09-28,369.16
3,2023-09-29,342.87
3,2023-09-30,402.26
3,2023-10-01,647.25
3,2023-10-02,438.92
3,2023-10-03,655.81
3,2023-10-04,503.54
3,2023-10-05,339.45
3,2023-10-06,666.99
3,2023-10-07,266.8
3,2023-10-08,257.07
3,2023-10-09,453.15
3,2023-10-10,282.59
3,2023-10-11,106.36
3,2023-10-12,553.81
3,2023-10-13,457.77
3,2023-10-14,411.86
3,2023-10-15,776.88
3,2023-10-16,499.84
3,2023-10-17,704.4
3,2023-10-18,197.62
3,2023-10-19,498.44
3,2023-10-20,707.59
3,2023-10-21,508.17
3,2023-10-22,602.61
3,2023-10-23,360.43
3,2023-10-24,164.71
3,2023-10-25,420.53
3,2023-10-26,376.14
3,2023-10-27,706.94
3,2023-10-28,270.8
3,2023-10-29,776.71
3,2023-10-30,770.7
3,2023-10-31,273.34
3,2023-11-01,343.64
3,2023-11-02,726.89
3,2023-11-03,776.64
3,2023-11-04,410.41
3,2023-11-05,324.7
3,2023-11-06,468.27
3,2023-11-07,581.44
3,2023-11-08,291.43
3,2023-11-09,615.53
3,2023-11-10,136.16
3,2023-11-11,134.51
3,2023-11-12,370.4
3,2023-11-13,347.43
3,2023-11-14,320.94
3,2023-11-15,443.71
3,2023-11-16,324.51
3,2023-11-17,234.58
3,2023-11-18,316.63
3,2023-11-19,782.43
3,2023-11-20,387.78
3,2023-11-21,411.3
3,2023-11-22,503.58
3,2023-11-23,788.34
3,2023-11-24,269.12
3,2023-11-25,576.9
3,2023-11-26,601.19
3,2023-11-27,525.13
3,2023-11-28,162.0
3,2023-11-29,573.81
3,2023-11-30,144.87
3,2023-12-01,517.3
3,2023-12-02,617.71
3,2023-12-03,247.68
3,2023-12-04,689.14
3,2023-12-05,121.25
3,2023-12-06,690.67
3,2023-12-07,422.23
3,2023-12-08,252.31
3,2023-12-09,193.64
3,2023-12-10,767.32
3,2023-12-11,150.87
