user_id,channel_id,click_datetime
13,5,2023-08-16 00:00:00
13,6,2023-08-04 00:00:00
14,2,2023-01-27 00:00:00
15,1,2023-10-24 00:00:00
15,7,2023-11-04 00:00:00
15,2,2023-11-06 00:00:00
15,5,2023-10-28 00:00:00
15,7,2023-10-16 00:00:00
15,1,2023-10-29 00:00:00
15,5,2023-10-13 00:00:00
16,5,2023-09-02 00:00:00
16,3,2023-09-16 00:00:00
16,4,2023-08-31 00:00:00
16,7,2023-09-14 00:00:00
16,3,2023-09-09 00:00:00
16,4,2023-08-20 00:00:00
17,6,2023-03-10 00:00:00
17,5,2023-02-19 00:00:00
18,4,2023-02-08 00:00:00
18,4,2023-02-26 00:00:00
18,6,2023-02-07 00:00:00
18,2,2023-02-19 00:00:00
19,6,2023-08-19 00:00:00
19,1,2023-09-12 00:00:00
19,3,2023-09-17 00:00:00
19,1,2023-09-07 00:00:00
20,3,2023-08-27 00:00:00
20,6,2023-08-28 00:00:00
20,3,2023-08-29 00:00:00
20,6,2023-08-25 00:00:00
20,1,2023-09-08 00:00:00
21,7,2023-07-17 00:00:00
21,6,2023-07-14 00:00:00
22,1,2023-07-28 00:00:00
23,4,2023-03-22 00:00:00
24,5,2023-05-09 00:00:00
24,1,2023-05-19 00:00:00
24,1,2023-04-24 00:00:00
24,2,2023-05-20 00:00:00
24,6,2023-05-15 00:00:00
24,5,2023-04-23 00:00:00
24,1,2023-05-11 00:00:00
25,5,2023-05-21 00:00:00
25,2,2023-05-15 00:00:00
25,7,2023-05-13 00:00:00
25,7,2023-05-20 00:00:00
25,3,2023-05-26 00:00:00
25,7,2023-05-15 00:00:00
26,6,2023-04-29 00:00:00
26,3,2023-04-23 00:00:00
26,1,2023-04-16 00:00:00
26,4,2023-05-04 00:00:00
26,6,2023-04-23 00:00:00
27,4,2023-10-13 00:00:00
27,3,2023-09-19 00:00:00
27,3,2023-10-11 00:00:00
27,3,2023-10-04 00:00:00
27,4,2023-09-22 00:00:00
28,7,2023-05-25 00:00:00
28,1,2023-05-18 00:00:00
28,4,2023-06-01 00:00:00
28,1,2023-05-25 00:00:00
29,3,2023-10-31 00:00:00
29,4,2023-11-09 00:00:00
29,2,2023-11-09 00:00:00
29,1,2023-11-13 00:00:00
29,4,2023-11-10 00:00:00
29,2,2023-10-25 00:00:00
29,6,2023-11-05 00:00:00
30,3,2023-02-28 00:00:00
30,1,2023-02-14 00:00:00
30,3,2023-02-24 00:00:00
30,3,2023-02-25 00:00:00
30,6,2023-03-01 00:00:00
31,3,2023-05-12 00:00:00
32,4,2023-05-13 00:00:00
32,3,2023-04-29 00:00:00
32,6,2023-05-08 00:00:00
32,3,2023-05-08 00:00:00
33,6,2023-07-15 00:00:00
33,5,2023-07-21 00:00:00
33,4,2023-07-13 00:00:00
33,4,2023-07-13 00:00:00
33,6,2023-08-02 00:00:00
34,3,2023-05-31 00:00:00
34,1,2023-05-30 00:00:00
34,4,2023-06-10 00:00:00
34,3,2023-06-05 00:00:00
35,6,2023-02-20 00:00:00
35,6,2023-01-27 00:00:00
35,5,2023-02-09 00:00:00
35,6,2023-01-29 00:00:00
35,3,2023-02-17 00:00:00
35,2,2023-02-11 00:00:00
35,6,2023-01-22 00:00:00
36,4,2023-05-29 00:00:00
36,1,2023-06-12 00:00:00
36,4,2023-06-23 00:00:00
36,6,2023-06-24 00:00:00
37,3,2023-02-02 00:00:00
37,1,2023-01-10 00:00:00
37,5,2023-01-22 00:00:00
37,6,2023-01-26 00:00:00
37,7,2023-01-08 00:00:00
37,4,2023-01-06 00:00:00
38,5,2023-07-30 00:00:00
38,7,2023-07-10 00:00:00
38,3,2023-07-27 00:00:00
38,1,2023-07-19 00:00:00
39,2,2023-02-25 00:00:00
39,6,2023-03-18 00:00:00
39,2,2023-03-09 00:00:00
39,6,2023-03-17 00:00:00
39,2,2023-03-21 00:00:00
39,2,2023-02-24 00:00:00
39,2,2023-03-11 00:00:00
40,6,2023-11-10 00:00:00
41,7,2023-07-14 00:00:00
41,3,2023-07-06 00:00:00
41,1,2023-07-12 00:00:00
41,5,2023-07-16 00:00:00
41,2,2023-06-25 00:00:00
41,1,2023-06-22 00:00:00
41,5,2023-07-08 00:00:00
42,6,2023-10-06 00:00:00
43,4,2023-05-24 00:00:00
43,2,2023-06-14 00:00:00
43,7,2023-06-13 00:00:00
43,3,2023-06-16 00:00:00
43,2,2023-06-21 00:00:00
43,5,2023-06-13 00:00:00
44,6,2023-03-15 00:00:00
44,4,2023-03-08 00:00:00
45,6,2023-10-08 00:00:00
45,4,2023-10-02 00:00:00
45,1,2023-10-05 00:00:00
45,5,2023-10-25 00:00:00
45,4,2023-10-09 00:00:00
45,5,2023-10-04 00:00:00
46,5,2023-10-08 00:00:00
46,6,2023-10-03 00:00:00
46,3,2023-10-11 00:00:00
46,4,2023-10-04 00:00:00
47,2,2023-06-02 00:00:00
47,3,2023-05-20 00:00:00
47,7,2023-05-22 00:00:00
47,4,2023-05-29 00:00:00
47,7,2023-05-29 00:00:00
48,6,2023-05-19 00:00:00
48,7,2023-05-05 00:00:00
48,4,2023-05-17 00:00:00
48,1,2023-05-22 00:00:00
48,2,2023-04-27 00:00:00
49,6,2023-11-07 00:00:00
49,1,2023-10-24 00:00:00
49,5,2023-11-06 00:00:00
49,1,2023-11-01 00:00:00
49,5,2023-10-23 00:00:00
49,7,2023-10-21 00:00:00
49,6,2023-11-14 00:00:00
50,2,2023-04-01 00:00:00
50,3,2023-03-21 00:00:00
50,6,2023-04-10 00:00:00
50,5,2023-03-30 00:00:00
50,4,2023-03-21 00:00:00
50,7,2023-04-02 00:00:00
50,6,2023-03-30 00:00:00
51,2,2023-08-17 00:00:00
51,5,2023-07-29 00:00:00
51,4,2023-07-23 00:00:00
51,6,2023-08-21 00:00:00
51,5,2023-08-14 00:00:00
51,2,2023-08-01 00:00:00
52,2,2023-04-29 00:00:00
52,7,2023-04-19 00:00:00
52,2,2023-04-28 00:00:00
52,2,2023-04-10 00:00:00
52,5,2023-04-22 00:00:00
52,4,2023-04-25 00:00:00
53,1,2023-10-12 00:00:00
53,3,2023-10-04 00:00:00
53,4,2023-10-02 00:00:00
53,3,2023-10-12 00:00:00
53,1,2023-09-15 00:00:00
53,5,2023-10-03 00:00:00
53,3,2023-09-19 00:00:00
54,1,2023-03-13 00:00:00
54,2,2023-03-16 00:00:00
54,4,2023-04-03 00:00:00
54,5,2023-03-17 00:00:00
55,3,2023-09-27 00:00:00
55,3,2023-10-02 00:00:00
55,1,2023-10-05 00:00:00
55,5,2023-10-05 00:00:00
55,2,2023-10-05 00:00:00
55,6,2023-09-11 00:00:00
55,3,2023-09-18 00:00:00
56,2,2023-08-04 00:00:00
56,2,2023-07-27 00:00:00
56,3,2023-08-12 00:00:00
56,4,2023-08-08 00:00:00
56,5,2023-08-12 00:00:00
56,1,2023-07-18 00:00:00
56,2,2023-07-19 00:00:00
57,3,2023-07-27 00:00:00
58,2,2023-02-21 00:00:00
58,7,2023-02-28 00:00:00
58,7,2023-03-06 00:00:00
59,1,2023-10-17 00:00:00
59,5,2023-10-17 00:00:00
59,1,2023-09-27 00:00:00
59,1,2023-10-24 00:00:00
59,1,2023-10-11 00:00:00
60,1,2023-04-15 00:00:00
60,5,2023-04-20 00:00:00
60,3,2023-04-10 00:00:00
60,4,2023-04-05 00:00:00
60,5,2023-04-02 00:00:00
60,3,2023-04-05 00:00:00
61,6,2023-10-30 00:00:00
62,5,2023-05-28 00:00:00
62,3,2023-06-04 00:00:00
62,1,2023-06-12 00:00:00
63,7,2023-03-09 00:00:00
63,1,2023-02-28 00:00:00
63,5,2023-03-14 00:00:00
64,7,2023-07-18 00:00:00
64,7,2023-07-30 00:00:00
65,7,2023-07-10 00:00:00
65,3,2023-06-22 00:00:00
65,2,2023-06-26 00:00:00
65,4,2023-06-20 00:00:00
65,2,2023-07-07 00:00:00
66,6,2023-09-16 00:00:00
66,6,2023-09-22 00:00:00
66,2,2023-09-18 00:00:00
66,2,2023-10-06 00:00:00
67,5,2023-08-10 00:00:00
67,5,2023-07-18 00:00:00
68,5,2023-05-16 00:00:00
68,6,2023-06-04 00:00:00
68,1,2023-05-22 00:00:00
69,4,2023-05-17 00:00:00
70,5,2023-10-13 00:00:00
70,6,2023-10-08 00:00:00
70,3,2023-10-11 00:00:00
70,2,2023-10-20 00:00:00
71,3,2023-05-18 00:00:00
71,5,2023-05-23 00:00:00
71,4,2023-06-04 00:00:00
71,2,2023-05-25 00:00:00
71,4,2023-05-13 00:00:00
71,5,2023-05-14 00:00:00
71,7,2023-05-06 00:00:00
72,1,2023-08-05 00:00:00
72,1,2023-08-02 00:00:00
72,1,2023-07-14 00:00:00
73,2,2023-05-25 00:00:00
73,5,2023-05-26 00:00:00
73,5,2023-05-28 00:00:00
73,5,2023-05-29 00:00:00
73,6,2023-06-03 00:00:00
74,5,2023-09-12 00:00:00
74,3,2023-09-27 00:00:00
74,4,2023-10-03 00:00:00
75,1,2023-03-04 00:00:00
75,6,2023-03-02 00:00:00
76,5,2023-01-22 00:00:00
76,6,2023-01-03 00:00:00
76,7,2023-01-25 00:00:00
76,3,2023-01-12 00:00:00
76,2,2023-01-16 00:00:00
76,6,2023-01-12 00:00:00
76,4,2023-01-21 00:00:00
77,2,2023-06-20 00:00:00
77,2,2023-07-10 00:00:00
78,4,2023-02-01 00:00:00
78,1,2023-01-31 00:00:00
79,1,2023-05-25 00:00:00
79,5,2023-06-13 00:00:00
79,5,2023-06-21 00:00:00
80,3,2023-03-15 00:00:00
80,6,2023-03-04 00:00:00
80,3,2023-02-19 00:00:00
80,7,2023-03-11 00:00:00
80,2,2023-02-24 00:00:00
81,3,2023-09-11 00:00:00
81,5,2023-09-21 00:00:00
81,1,2023-09-20 00:00:00
81,1,2023-09-16 00:00:00
81,7,2023-09-15 00:00:00
81,3,2023-09-19 00:00:00
82,1,2023-03-25 00:00:00
82,3,2023-03-30 00:00:00
83,1,2023-04-10 00:00:00
84,4,2023-01-22 00:00:00
84,5,2023-01-10 00:00:00
84,6,2023-01-08 00:00:00
84,5,2023-01-28 00:00:00
84,5,2023-01-26 00:00:00
84,5,2023-01-15 00:00:00
84,2,2023-01-24 00:00:00
85,6,2023-04-03 00:00:00
86,3,2023-01-13 00:00:00
86,5,2023-01-04 00:00:00
86,6,2023-01-01 00:00:00
86,1,2023-01-08 00:00:00
86,2,2023-01-28 00:00:00
86,7,2023-01-08 00:00:00
87,2,2023-06-04 00:00:00
87,6,2023-06-24 00:00:00
87,3,2023-06-29 00:00:00
87,2,2023-06-14 00:00:00
87,1,2023-06-24 00:00:00
87,4,2023-06-07 00:00:00
87,6,2023-07-02 00:00:00
88,7,2023-05-06 00:00:00
88,7,2023-05-06 00:00:00
88,5,2023-05-12 00:00:00
89,3,2023-03-25 00:00:00
89,7,2023-03-12 00:00:00
89,4,2023-03-08 00:00:00
89,6,2023-03-24 00:00:00
89,2,2023-03-24 00:00:00
89,6,2023-03-21 00:00:00
90,6,2023-09-06 00:00:00
90,7,2023-10-03 00:00:00
90,6,2023-09-28 00:00:00
91,1,2023-02-24 00:00:00
91,5,2023-02-23 00:00:00
92,1,2023-07-12 00:00:00
92,1,2023-07-30 00:00:00
93,2,2023-03-15 00:00:00
93,5,2023-03-11 00:00:00
93,5,2023-04-08 00:00:00
93,3,2023-03-20 00:00:00
94,1,2023-05-13 00:00:00
94,7,2023-05-06 00:00:00
94,7,2023-05-01 00:00:00
95,4,2023-01-15 00:00:00
95,4,2023-01-31 00:00:00
95,1,2023-01-10 00:00:00
95,3,2023-02-03 00:00:00
95,5,2023-01-25 00:00:00
95,5,2023-02-02 00:00:00
96,5,2023-10-21 00:00:00
96,4,2023-10-13 00:00:00
96,5,2023-10-25 00:00:00
97,5,2023-01-09 00:00:00
97,4,2023-01-26 00:00:00
97,6,2023-01-02 00:00:00
97,1,2023-01-14 00:00:00
97,2,2023-01-13 00:00:00
98,2,2023-04-07 00:00:00
98,7,2023-04-07 00:00:00
98,6,2023-03-28 00:00:00
99,7,2023-05-02 00:00:00
99,5,2023-05-03 00:00:00
99,2,2023-04-20 00:00:00
99,1,2023-04-24 00:00:00
99,1,2023-04-19 00:00:00
99,5,2023-05-06 00:00:00
100,6,2023-05-20 00:00:00
100,2,2023-06-03 00:00:00
100,7,2023-05-20 00:00:00
100,2,2023-05-19 00:00:00
100,2,2023-05-20 00:00:00
100,3,2023-05-30 00:00:00
100,3,2023-05-13 00:00:00
101,7,2023-05-04 00:00:00
101,3,2023-05-05 00:00:00
101,4,2023-05-03 00:00:00
102,3,2023-11-08 00:00:00
102,7,2023-11-14 00:00:00
103,2,2023-02-03 00:00:00
103,1,2023-02-13 00:00:00
103,7,2023-02-18 00:00:00
103,2,2023-02-26 00:00:00
103,4,2023-02-21 00:00:00
103,1,2023-02-09 00:00:00
103,4,2023-02-21 00:00:00
104,1,2023-03-20 00:00:00
104,2,2023-03-22 00:00:00
104,4,2023-03-22 00:00:00
104,6,2023-03-09 00:00:00
105,1,2023-10-02 00:00:00
105,3,2023-09-30 00:00:00
105,1,2023-09-25 00:00:00
105,6,2023-10-10 00:00:00
105,2,2023-09-22 00:00:00
105,3,2023-10-14 00:00:00
105,3,2023-10-03 00:00:00
106,1,2023-08-17 00:00:00
106,5,2023-09-07 00:00:00
106,5,2023-08-22 00:00:00
106,6,2023-09-08 00:00:00
106,4,2023-09-15 00:00:00
106,3,2023-09-15 00:00:00
107,7,2023-04-13 00:00:00
107,7,2023-04-07 00:00:00
107,3,2023-04-12 00:00:00
107,5,2023-04-08 00:00:00
107,7,2023-04-10 00:00:00
107,2,2023-04-24 00:00:00
108,4,2023-03-30 00:00:00
108,6,2023-04-06 00:00:00
108,1,2023-04-14 00:00:00
108,6,2023-04-03 00:00:00
109,7,2023-07-23 00:00:00
109,2,2023-07-31 00:00:00
109,5,2023-07-24 00:00:00
109,5,2023-07-18 00:00:00
109,2,2023-08-03 00:00:00
109,4,2023-07-31 00:00:00
110,4,2023-08-29 00:00:00
110,4,2023-08-27 00:00:00
110,1,2023-09-07 00:00:00
110,6,2023-08-18 00:00:00
111,7,2023-05-22 00:00:00
111,5,2023-05-29 00:00:00
111,3,2023-05-19 00:00:00
111,6,2023-06-05 00:00:00
111,2,2023-05-23 00:00:00
112,4,2023-05-19 00:00:00
112,5,2023-05-25 00:00:00
112,2,2023-06-06 00:00:00
112,1,2023-05-22 00:00:00
112,1,2023-06-03 00:00:00
112,1,2023-05-28 00:00:00
112,7,2023-06-10 00:00:00
113,7,2023-04-20 00:00:00
113,5,2023-05-03 00:00:00
113,4,2023-04-15 00:00:00
113,2,2023-04-17 00:00:00
113,5,2023-04-27 00:00:00
113,3,2023-04-12 00:00:00
114,3,2023-03-19 00:00:00
114,1,2023-03-24 00:00:00
115,5,2023-03-08 00:00:00
115,3,2023-03-09 00:00:00
115,5,2023-03-14 00:00:00
115,4,2023-03-30 00:00:00
115,3,2023-03-21 00:00:00
115,5,2023-03-05 00:00:00
116,2,2023-04-17 00:00:00
116,4,2023-04-12 00:00:00
116,5,2023-03-28 00:00:00
117,7,2023-10-30 00:00:00
118,3,2023-11-12 00:00:00
118,6,2023-10-15 00:00:00
118,7,2023-10-29 00:00:00
118,1,2023-11-08 00:00:00
118,1,2023-10-15 00:00:00
118,7,2023-11-06 00:00:00
119,3,2023-04-20 00:00:00
119,3,2023-04-19 00:00:00
120,7,2023-03-26 00:00:00
120,2,2023-03-27 00:00:00
120,7,2023-03-22 00:00:00
120,5,2023-03-08 00:00:00
120,4,2023-04-06 00:00:00
120,7,2023-04-03 00:00:00
121,6,2023-06-30 00:00:00
121,1,2023-07-04 00:00:00
121,5,2023-07-02 00:00:00
121,7,2023-06-06 00:00:00
122,6,2023-07-16 00:00:00
122,2,2023-07-19 00:00:00
122,3,2023-07-24 00:00:00
122,1,2023-08-05 00:00:00
122,6,2023-07-27 00:00:00
122,7,2023-07-29 00:00:00
123,4,2023-08-27 00:00:00
123,7,2023-09-01 00:00:00
123,5,2023-09-01 00:00:00
123,7,2023-08-07 00:00:00
124,2,2023-07-18 00:00:00
124,7,2023-07-10 00:00:00
124,3,2023-06-25 00:00:00
124,4,2023-07-17 00:00:00
125,5,2023-10-29 00:00:00
125,3,2023-11-08 00:00:00
125,2,2023-10-17 00:00:00
126,7,2023-05-28 00:00:00
126,2,2023-05-27 00:00:00
126,3,2023-05-25 00:00:00
126,2,2023-05-26 00:00:00
126,6,2023-05-31 00:00:00
126,1,2023-05-14 00:00:00
127,4,2023-04-24 00:00:00
127,4,2023-04-25 00:00:00
127,4,2023-04-29 00:00:00
127,4,2023-04-18 00:00:00
127,5,2023-04-21 00:00:00
127,7,2023-04-23 00:00:00
127,1,2023-05-11 00:00:00
128,5,2023-03-05 00:00:00
128,1,2023-03-13 00:00:00
128,3,2023-03-14 00:00:00
128,1,2023-03-05 00:00:00
128,5,2023-03-12 00:00:00
128,2,2023-03-05 00:00:00
128,4,2023-03-13 00:00:00
129,7,2023-01-22 00:00:00
129,7,2023-01-19 00:00:00
129,7,2023-01-21 00:00:00
129,7,2023-01-09 00:00:00
129,5,2023-01-09 00:00:00
129,2,2023-01-20 00:00:00
129,1,2023-01-21 00:00:00
130,7,2023-11-06 00:00:00
130,1,2023-11-12 00:00:00
131,2,2023-10-27 00:00:00
131,2,2023-11-16 00:00:00
131,2,2023-11-16 00:00:00
132,3,2023-06-03 00:00:00
133,3,2023-09-29 00:00:00
133,1,2023-09-14 00:00:00
133,4,2023-09-13 00:00:00
133,5,2023-10-01 00:00:00
134,5,2023-07-06 00:00:00
135,4,2023-06-20 00:00:00
135,5,2023-06-19 00:00:00
135,7,2023-06-19 00:00:00
135,4,2023-06-11 00:00:00
135,1,2023-06-22 00:00:00
135,6,2023-06-24 00:00:00
136,5,2023-03-11 00:00:00
136,1,2023-03-10 00:00:00
136,1,2023-03-16 00:00:00
136,6,2023-03-26 00:00:00
137,6,2023-08-28 00:00:00
137,5,2023-08-15 00:00:00
137,5,2023-08-27 00:00:00
138,3,2023-06-10 00:00:00
138,1,2023-06-06 00:00:00
138,3,2023-06-07 00:00:00
138,2,2023-05-25 00:00:00
138,6,2023-06-20 00:00:00
138,1,2023-06-10 00:00:00
139,3,2023-06-18 00:00:00
139,1,2023-06-22 00:00:00
139,5,2023-07-07 00:00:00
139,7,2023-06-17 00:00:00
139,2,2023-06-24 00:00:00
139,3,2023-06-28 00:00:00
140,7,2023-04-24 00:00:00
140,2,2023-04-03 00:00:00
141,1,2023-02-01 00:00:00
141,7,2023-01-10 00:00:00
141,7,2023-02-03 00:00:00
141,7,2023-02-05 00:00:00
141,6,2023-02-01 00:00:00
142,3,2023-09-04 00:00:00
142,1,2023-09-13 00:00:00
142,7,2023-08-24 00:00:00
142,2,2023-08-19 00:00:00
142,6,2023-09-09 00:00:00
142,6,2023-08-27 00:00:00
142,4,2023-09-05 00:00:00
143,5,2023-07-14 00:00:00
143,7,2023-07-23 00:00:00
143,2,2023-07-07 00:00:00
143,2,2023-07-07 00:00:00
143,1,2023-07-23 00:00:00
144,5,2023-06-14 00:00:00
144,4,2023-06-24 00:00:00
144,4,2023-06-13 00:00:00
144,2,2023-05-27 00:00:00
144,7,2023-05-31 00:00:00
145,2,2023-01-12 00:00:00
145,3,2023-02-02 00:00:00
145,7,2023-01-22 00:00:00
145,4,2023-01-15 00:00:00
146,6,2023-09-21 00:00:00
146,2,2023-10-03 00:00:00
146,4,2023-09-15 00:00:00
146,4,2023-10-08 00:00:00
146,6,2023-09-24 00:00:00
147,6,2023-08-13 00:00:00
148,1,2023-08-20 00:00:00
148,3,2023-08-19 00:00:00
148,6,2023-08-11 00:00:00
149,1,2023-08-31 00:00:00
149,1,2023-09-15 00:00:00
150,6,2023-08-26 00:00:00
150,2,2023-09-17 00:00:00
150,5,2023-09-04 00:00:00
150,2,2023-09-14 00:00:00
150,5,2023-09-02 00:00:00
150,6,2023-09-09 00:00:00
151,4,2023-02-19 00:00:00
151,6,2023-02-12 00:00:00
151,1,2023-02-15 00:00:00
151,1,2023-02-16 00:00:00
151,2,2023-02-22 00:00:00
152,2,2023-05-18 00:00:00
152,5,2023-05-23 00:00:00
152,1,2023-05-02 00:00:00
152,3,2023-05-04 00:00:00
152,2,2023-05-08 00:00:00
152,5,2023-05-21 00:00:00
152,5,2023-05-03 00:00:00
153,1,2023-07-17 00:00:00
153,5,2023-07-19 00:00:00
154,6,2023-05-03 00:00:00
154,4,2023-05-23 00:00:00
154,3,2023-05-02 00:00:00
154,3,2023-05-22 00:00:00
154,4,2023-05-20 00:00:00
154,2,2023-05-30 00:00:00
155,3,2023-09-27 00:00:00
155,1,2023-10-20 00:00:00
155,7,2023-10-01 00:00:00
155,3,2023-10-15 00:00:00
155,2,2023-10-16 00:00:00
156,6,2023-06-22 00:00:00
156,5,2023-06-24 00:00:00
156,1,2023-06-26 00:00:00
156,4,2023-06-15 00:00:00
156,4,2023-06-19 00:00:00
156,3,2023-06-20 00:00:00
156,3,2023-06-17 00:00:00
157,2,2023-07-21 00:00:00
157,5,2023-07-28 00:00:00
157,1,2023-07-27 00:00:00
157,1,2023-07-20 00:00:00
157,1,2023-08-17 00:00:00
157,3,2023-07-27 00:00:00
158,7,2023-01-27 00:00:00
158,3,2023-02-11 00:00:00
159,4,2023-05-06 00:00:00
159,6,2023-04-23 00:00:00
159,2,2023-04-29 00:00:00
159,3,2023-04-22 00:00:00
159,4,2023-05-14 00:00:00
160,2,2023-02-10 00:00:00
160,7,2023-02-02 00:00:00
160,7,2023-01-28 00:00:00
161,3,2023-03-28 00:00:00
161,7,2023-04-10 00:00:00
161,1,2023-04-12 00:00:00
161,5,2023-04-11 00:00:00
161,6,2023-03-28 00:00:00
161,1,2023-04-07 00:00:00
162,7,2023-10-21 00:00:00
163,7,2023-02-04 00:00:00
163,7,2023-02-11 00:00:00
164,5,2023-10-30 00:00:00
164,2,2023-10-15 00:00:00
164,6,2023-10-23 00:00:00
164,5,2023-10-15 00:00:00
164,1,2023-10-27 00:00:00
164,2,2023-11-04 00:00:00
164,7,2023-11-06 00:00:00
165,6,2023-08-30 00:00:00
165,7,2023-08-13 00:00:00
166,1,2023-04-26 00:00:00
166,7,2023-05-06 00:00:00
167,4,2023-04-30 00:00:00
167,2,2023-04-20 00:00:00
167,5,2023-04-28 00:00:00
168,7,2023-07-13 00:00:00
168,7,2023-07-16 00:00:00
169,5,2023-01-25 00:00:00
170,1,2023-08-13 00:00:00
171,6,2023-04-19 00:00:00
171,7,2023-04-20 00:00:00
171,2,2023-04-19 00:00:00
171,6,2023-05-14 00:00:00
171,7,2023-04-30 00:00:00
172,3,2023-10-27 00:00:00
172,7,2023-10-14 00:00:00
172,4,2023-10-29 00:00:00
172,6,2023-10-17 00:00:00
172,5,2023-10-30 00:00:00
173,1,2023-09-08 00:00:00
173,4,2023-09-07 00:00:00
173,1,2023-09-02 00:00:00
173,6,2023-09-17 00:00:00
173,7,2023-08-30 00:00:00
174,6,2023-03-22 00:00:00
174,3,2023-03-18 00:00:00
174,6,2023-03-29 00:00:00
174,6,2023-03-23 00:00:00
175,6,2023-05-30 00:00:00
175,1,2023-06-10 00:00:00
175,1,2023-06-15 00:00:00
175,6,2023-06-09 00:00:00
176,3,2023-06-14 00:00:00
177,5,2023-03-12 00:00:00
177,4,2023-03-07 00:00:00
177,7,2023-03-25 00:00:00
177,7,2023-03-15 00:00:00
177,3,2023-03-31 00:00:00
178,1,2023-08-20 00:00:00
178,4,2023-08-17 00:00:00
178,3,2023-08-21 00:00:00
178,4,2023-09-11 00:00:00
178,7,2023-09-04 00:00:00
179,5,2023-09-13 00:00:00
179,2,2023-09-10 00:00:00
179,2,2023-09-24 00:00:00
179,2,2023-09-08 00:00:00
179,1,2023-09-25 00:00:00
180,5,2023-09-23 00:00:00
180,6,2023-10-03 00:00:00
180,7,2023-10-05 00:00:00
181,4,2023-05-04 00:00:00
182,3,2023-03-11 00:00:00
183,2,2023-07-26 00:00:00
183,1,2023-07-20 00:00:00
183,3,2023-06-29 00:00:00
184,5,2023-10-10 00:00:00
184,1,2023-10-04 00:00:00
184,4,2023-10-09 00:00:00
184,5,2023-09-27 00:00:00
184,3,2023-10-04 00:00:00
184,3,2023-10-22 00:00:00
185,1,2023-01-31 00:00:00
185,1,2023-01-30 00:00:00
185,4,2023-02-07 00:00:00
185,1,2023-02-12 00:00:00
186,3,2023-10-14 00:00:00
187,7,2023-05-09 00:00:00
187,3,2023-05-08 00:00:00
188,4,2023-02-21 00:00:00
188,5,2023-03-05 00:00:00
189,2,2023-03-29 00:00:00
189,5,2023-04-20 00:00:00
189,5,2023-04-09 00:00:00
189,2,2023-03-24 00:00:00
189,2,2023-03-29 00:00:00
190,1,2023-08-30 00:00:00
190,3,2023-09-09 00:00:00
190,4,2023-08-25 00:00:00
191,1,2023-03-12 00:00:00
191,3,2023-03-12 00:00:00
191,1,2023-03-20 00:00:00
192,3,2023-07-15 00:00:00
192,4,2023-07-16 00:00:00
193,5,2023-09-17 00:00:00
193,1,2023-09-10 00:00:00
193,7,2023-09-14 00:00:00
193,2,2023-09-01 00:00:00
193,3,2023-09-12 00:00:00
194,7,2023-02-25 00:00:00
194,4,2023-02-09 00:00:00
194,6,2023-02-20 00:00:00
194,5,2023-02-19 00:00:00
194,7,2023-02-09 00:00:00
194,5,2023-02-21 00:00:00
195,1,2023-05-09 00:00:00
195,7,2023-04-24 00:00:00
195,4,2023-05-16 00:00:00
